Date,BTC-USD,ETH-USD,SOL-USD,BNB-USD
2024-06-06,70757.1640625,3811.60595703125,170.01622009277344,710.4640502929688
2024-06-07,69342.5859375,3678.629150390625,162.50704956054688,683.3609619140625
2024-06-10,69512.28125,3666.717529296875,158.9280242919922,624.3868408203125
2024-06-11,67332.03125,3498.33056640625,149.42898559570312,602.55810546875
2024-06-12,68241.1875,3559.61767578125,155.1775665283203,619.19482421875
2024-06-13,66756.3984375,3469.28125,147.31442260742188,599.5150756835938
2024-06-14,66011.09375,3480.27197265625,143.0944366455078,603.1805419921875
2024-06-17,66490.296875,3511.37890625,143.3342742919922,604.4673461914062
2024-06-18,65140.74609375,3483.681396484375,137.50399780273438,588.7020874023438
2024-06-20,64828.65625,3511.0869140625,133.47296142578125,587.107177734375
2024-06-21,64096.19921875,3516.07568359375,134.5883026123047,585.9119262695312
2024-06-24,60277.4140625,3350.25634765625,132.24139404296875,567.578125
2024-06-25,61804.640625,3395.029052734375,136.5592041015625,578.1034545898438
2024-06-26,60811.27734375,3369.477294921875,136.60914611816406,572.4017944335938
2024-06-27,61604.80078125,3444.800537109375,149.44837951660156,580.7982788085938
2024-06-28,60320.13671875,3373.635986328125,139.70339965820312,566.4644775390625
2024-07-01,62851.98046875,3440.341552734375,146.59506225585938,576.6869506835938
2024-07-02,62029.015625,3416.354736328125,153.7004852294922,578.9810791015625
2024-07-03,60173.921875,3292.916748046875,140.73141479492188,556.5777587890625
2024-07-05,56662.375,2981.5986328125,134.3693389892578,497.9958190917969
2024-07-08,56705.09765625,3018.73193359375,139.4636993408203,510.6142578125
2024-07-09,58009.2265625,3064.032958984375,141.34844970703125,516.568115234375
2024-07-10,57742.49609375,3102.21875,141.97479248046875,524.5165405273438
2024-07-11,57344.9140625,3100.330810546875,135.8832244873047,525.1380615234375
2024-07-12,57899.46484375,3134.15869140625,139.52801513671875,533.75732421875
2024-07-15,64870.15234375,3489.552734375,159.93397521972656,586.1410522460938
2024-07-16,65097.1484375,3443.513427734375,160.5518798828125,576.583984375
2024-07-17,64118.79296875,3388.75244140625,155.5841064453125,568.9127197265625
2024-07-18,63974.06640625,3426.258544921875,159.07241821289062,571.9515380859375
2024-07-19,66710.15625,3505.73486328125,169.1858673095703,593.7021484375
2024-07-22,67585.25,3440.419921875,178.97828674316406,587.9177856445312
2024-07-23,65927.671875,3481.995849609375,172.757568359375,582.0995483398438
2024-07-24,65372.1328125,3336.33935546875,178.0323028564453,574.5784912109375
2024-07-25,65777.2265625,3174.42724609375,171.96307373046875,570.71337890625
2024-07-26,67912.0625,3275.951416015625,183.13671875,581.0779418945312
2024-07-29,66819.9140625,3320.539306640625,182.7805938720703,574.642578125
2024-07-30,66201.015625,3278.667724609375,179.10719299316406,587.6651000976562
2024-07-31,64619.25,3231.295654296875,171.82615661621094,576.3681640625
2024-08-01,65357.5,3201.564453125,167.672119140625,575.146728515625
2024-08-02,61415.06640625,2986.01318359375,152.6382293701172,542.9151611328125
2024-08-05,53991.45703125,2417.206298828125,129.8643035888672,464.6269226074219
2024-08-06,56034.31640625,2458.723876953125,144.09036254882812,484.3238220214844
2024-08-07,55027.4609375,2336.58935546875,144.63209533691406,474.2247619628906
2024-08-08,61710.13671875,2683.352783203125,162.9307403564453,517.3375244140625
2024-08-09,60880.11328125,2599.5986328125,156.45721435546875,509.1827087402344
2024-08-12,59354.515625,2724.431884765625,146.45423889160156,518.5361328125
2024-08-13,60609.56640625,2703.671875,146.7126922607422,524.1285400390625
2024-08-14,58737.26953125,2662.914794921875,143.9234619140625,524.0153198242188
2024-08-15,57560.09765625,2570.087646484375,142.74581909179688,519.870361328125
2024-08-16,58894.10546875,2593.1865234375,139.33056640625,519.9686279296875
2024-08-19,59493.453125,2637.306396484375,144.34368896484375,559.81884765625
2024-08-20,59012.79296875,2573.10693359375,143.16773986816406,569.2669677734375
2024-08-21,61175.19140625,2631.3955078125,142.70960998535156,570.0197143554688
2024-08-22,60381.9140625,2622.951416015625,143.2579345703125,583.0518798828125
2024-08-23,64094.35546875,2764.447021484375,153.10708618164062,591.8060302734375
2024-08-26,62880.66015625,2681.340576171875,157.23687744140625,548.8280029296875
2024-08-27,59504.1328125,2458.7265625,146.8970947265625,533.9758911132812
2024-08-28,59027.625,2528.41552734375,143.89138793945312,536.816162109375
2024-08-29,59388.1796875,2528.792724609375,140.0540313720703,536.6256713867188
2024-08-30,59119.4765625,2525.822021484375,138.09999084472656,535.3157958984375
2024-09-03,57431.0234375,2420.603759765625,127.57758331298828,518.6689453125
2024-09-04,57971.5390625,2448.97705078125,133.60391235351562,507.82049560546875
2024-09-05,56160.48828125,2367.737548828125,129.32894897460938,502.0693664550781
2024-09-06,53948.75390625,2223.87646484375,124.99007415771484,486.9027404785156
2024-09-09,57019.53515625,2358.482177734375,135.02561950683594,518.5453491210938
2024-09-10,57648.7109375,2389.5810546875,135.63522338867188,517.4838256835938
2024-09-11,57343.171875,2339.841552734375,132.4973907470703,530.1940307617188
2024-09-12,58127.01171875,2361.78173828125,136.14190673828125,544.3037719726562
2024-09-13,60571.30078125,2441.607177734375,139.1005401611328,557.01806640625
2024-09-16,58192.5078125,2295.28369140625,131.47259521484375,533.80908203125
2024-09-17,60308.5390625,2341.707763671875,131.53707885742188,546.0135498046875
2024-09-18,61649.6796875,2369.72900390625,133.99185180664062,559.0445556640625
2024-09-19,62940.45703125,2464.752197265625,142.83627319335938,566.2235107421875
2024-09-20,63192.9765625,2561.072021484375,146.56680297851562,568.5850830078125
2024-09-23,63329.80078125,2648.54638671875,144.8149871826172,604.3660278320312
2024-09-24,64301.96875,2654.35498046875,152.89215087890625,606.5230712890625
2024-09-25,63143.14453125,2579.388671875,148.02342224121094,587.3525390625
2024-09-26,65181.01953125,2632.199951171875,155.5760955810547,596.7769165039062
2024-09-27,65790.6640625,2695.900634765625,157.74993896484375,607.8670043945312
2024-09-30,63329.5,2603.062744140625,152.61846923828125,567.2600708007812
2024-10-01,60837.0078125,2448.921142578125,145.28988647460938,547.9971313476562
2024-10-02,60632.78515625,2365.231689453125,140.38555908203125,542.7123413085938
2024-10-03,60759.40234375,2349.791259765625,136.78518676757812,544.4249877929688
2024-10-04,62067.4765625,2414.7939453125,143.17227172851562,555.3842163085938
2024-10-07,62236.66015625,2421.796630859375,143.99179077148438,564.1497192382812
2024-10-08,62131.96875,2439.8408203125,143.39442443847656,580.4038696289062
2024-10-09,60582.1015625,2368.283447265625,139.31553649902344,570.2771606445312
2024-10-10,60274.5,2383.85791015625,138.88841247558594,562.7257690429688
2024-10-11,62445.08984375,2436.513427734375,145.3811492919922,572.8572387695312
2024-10-14,66046.125,2628.89990234375,157.44512939453125,588.9004516601562
2024-10-15,67041.109375,2606.02197265625,154.7206268310547,594.189208984375
2024-10-16,67612.71875,2611.10205078125,154.23422241210938,600.8178100585938
2024-10-17,67399.8359375,2604.2734375,150.31602478027344,592.0396118164062
2024-10-18,68418.7890625,2641.55224609375,154.97593688964844,599.364990234375
2024-10-21,67367.8515625,2665.712158203125,166.2168731689453,598.8175659179688
2024-10-22,67361.40625,2620.197509765625,167.26014709472656,593.3606567382812
2024-10-23,66432.1953125,2509.098876953125,170.9324951171875,582.473388671875
2024-10-24,68161.0546875,2534.49853515625,177.1569366455078,594.15478515625
2024-10-25,66642.4140625,2435.93408203125,164.75689697265625,574.2536010742188
2024-10-28,69907.7578125,2565.34814453125,178.1049041748047,600.5960693359375
2024-10-29,72720.4921875,2637.95751953125,179.36074829101562,605.6682739257812
2024-10-30,72339.5390625,2657.37255859375,174.9249725341797,595.7278442382812
2024-10-31,70215.1875,2515.79931640625,168.42999267578125,576.0344848632812
2024-11-01,69482.46875,2511.885498046875,166.2621307373047,572.7622680664062
2024-11-04,67811.5078125,2397.0263671875,157.74710083007812,552.0711059570312
2024-11-05,69359.5625,2422.650634765625,166.72239685058594,563.612060546875
2024-11-06,75639.078125,2724.169189453125,186.9547882080078,591.9952392578125
2024-11-07,75904.859375,2895.58544921875,196.3345947265625,598.4359130859375
2024-11-08,76545.4765625,2962.296630859375,199.9390106201172,597.9484252929688
2024-11-11,88701.484375,3374.81298828125,222.6416778564453,661.88720703125
2024-11-12,87955.8125,3246.25732421875,212.2318115234375,627.0038452148438
2024-11-13,90584.1640625,3192.595947265625,215.18455505371094,621.0003051757812
2024-11-14,87250.4296875,3058.94873046875,209.2190704345703,621.6801147460938
2024-11-15,91066.0078125,3103.04052734375,218.09490966796875,618.866455078125
2024-11-18,90542.640625,3207.8564453125,239.79425048828125,619.4354858398438
2024-11-19,92343.7890625,3111.384033203125,238.09754943847656,615.9874267578125
2024-11-20,94339.4921875,3072.18798828125,235.4236602783203,606.1174926757812
2024-11-21,98504.7265625,3361.053955078125,257.0658874511719,622.8263549804688
2024-11-22,98997.6640625,3331.600830078125,256.5186767578125,633.513427734375
2024-11-25,93102.296875,3413.5439453125,234.4466094970703,636.6397094726562
2024-11-26,91985.3203125,3326.517333984375,230.9781951904297,613.5872802734375
2024-11-27,95962.53125,3657.249267578125,242.30221557617188,644.948486328125
2024-11-29,97461.5234375,3593.494384765625,243.54949951171875,654.8097534179688
2024-12-02,95865.3046875,3644.198486328125,225.75619506835938,647.594482421875
2024-12-03,96002.1640625,3620.711669921875,234.2003173828125,737.6965942382812
2024-12-04,98768.53125,3841.3310546875,229.11929321289062,739.2527465820312
2024-12-05,96593.5703125,3811.00830078125,233.9987030029297,714.3219604492188
2024-12-06,99920.7109375,4005.810546875,237.0510711669922,732.0062866210938
2024-12-09,97432.71875,3718.6904296875,217.34146118164062,689.9243774414062
2024-12-10,96675.4296875,3631.833740234375,213.82461547851562,676.98291015625
2024-12-11,101173.03125,3832.822021484375,227.44683837890625,711.8114013671875
2024-12-12,100043.0,3883.1015625,227.02671813964844,705.9442138671875
2024-12-13,101459.2578125,3911.205322265625,224.83729553222656,726.2548217773438
2024-12-16,106029.71875,3987.48095703125,216.3349609375,720.3263549804688
2024-12-17,106140.6015625,3886.76611328125,222.8167266845703,716.6824951171875
2024-12-18,100041.5390625,3618.791259765625,206.38174438476562,687.623779296875
2024-12-19,97490.953125,3417.927978515625,194.28451538085938,666.5693359375
2024-12-20,97755.9296875,3472.553466796875,194.2081756591797,678.0866088867188
2024-12-23,94686.2421875,3415.785400390625,189.75369262695312,693.000732421875
2024-12-24,98676.09375,3492.0498046875,196.98902893066406,696.7411499023438
2024-12-26,95795.515625,3331.225830078125,188.21810913085938,688.360107421875
2024-12-27,94164.859375,3328.9169921875,183.82847595214844,690.4293823242188
2024-12-30,92643.2109375,3356.392578125,191.02804565429688,704.1463012695312
2024-12-31,93429.203125,3332.53173828125,189.2644805908203,700.9868774414062
2025-01-02,96886.875,3451.392578125,207.7670440673828,705.6785888671875
2025-01-03,98107.4296875,3605.009765625,217.74732971191406,713.6435546875
2025-01-06,102078.0859375,3688.611328125,218.72312927246094,729.4000854492188
2025-01-07,96922.703125,3381.577392578125,202.23025512695312,697.368896484375
2025-01-08,95043.5234375,3326.329345703125,197.55905151367188,695.837158203125
2025-01-10,94701.453125,3267.489990234375,187.5791778564453,693.6244506835938
2025-01-13,94516.5234375,3135.499755859375,182.83535766601562,688.2675170898438
2025-01-14,96534.046875,3223.6845703125,187.49859619140625,698.6196899414062
2025-01-15,100504.4921875,3450.53759765625,205.91134643554688,714.0284423828125
2025-01-16,99756.90625,3308.34521484375,211.22784423828125,708.2980346679688
2025-01-17,104462.0390625,3474.107177734375,219.62161254882812,721.75048828125
2025-01-21,106146.265625,3327.40625,250.41378784179688,691.8165893554688
2025-01-22,103653.0703125,3240.224609375,257.23736572265625,694.9832153320312
2025-01-23,103960.171875,3334.714111328125,253.4552001953125,690.2037353515625
2025-01-24,104819.484375,3309.554931640625,253.36122131347656,680.2131958007812
2025-01-27,102087.6875,3178.92041015625,235.07444763183594,679.7933349609375
2025-01-28,101332.4765625,3077.112548828125,227.20396423339844,661.424560546875
2025-01-29,103703.2109375,3112.9990234375,227.94493103027344,667.6857299804688
2025-01-30,104735.3046875,3247.780029296875,239.0231475830078,677.5535888671875
2025-01-31,102405.0234375,3298.26513671875,231.63790893554688,677.3753662109375
2025-02-03,101405.421875,2884.566650390625,216.1495819091797,617.1207885742188
2025-02-04,97871.8203125,2735.05126953125,207.09197998046875,573.3278198242188
2025-02-05,96615.4453125,2787.779052734375,195.98814392089844,569.7468872070312
2025-02-06,96593.296875,2688.40087890625,189.77249145507812,572.2740478515625
2025-02-07,96529.0859375,2622.211181640625,192.20465087890625,578.0668334960938
2025-02-10,97437.5546875,2661.166748046875,200.35635375976562,618.3145141601562
2025-02-11,95747.4296875,2602.781982421875,197.98236083984375,642.5872802734375
2025-02-12,97885.859375,2736.902099609375,196.7738037109375,698.037353515625
2025-02-13,96623.8671875,2675.902587890625,194.46095275878906,668.2775268554688
2025-02-14,97508.96875,2726.091552734375,199.9356689453125,658.0436401367188
2025-02-18,95539.546875,2669.3388671875,169.08428955078125,647.443359375
2025-02-19,96635.609375,2715.77099609375,169.01080322265625,653.5147094726562
2025-02-20,98333.9375,2740.386474609375,176.04888916015625,657.2009887695312
2025-02-21,96125.546875,2659.655517578125,168.89163208007812,646.8995361328125
2025-02-24,91418.171875,2513.8212890625,141.98948669433594,613.9630126953125
2025-02-25,88736.171875,2493.592529296875,144.10775756835938,622.9407958984375
2025-02-26,84347.0234375,2331.45263671875,134.83132934570312,610.6930541992188
2025-02-27,84704.2265625,2305.484375,137.6208038330078,605.1236572265625
2025-02-28,84373.0078125,2237.9052734375,148.03001403808594,587.4515991210938
2025-03-03,86065.671875,2145.573974609375,142.02108764648438,575.1699829101562
2025-03-04,87222.1953125,2170.01513671875,144.9165802001953,583.5868530273438
2025-03-05,90623.5625,2241.977294921875,146.26730346679688,597.975830078125
2025-03-06,89961.7265625,2202.476806640625,143.355224609375,596.7237548828125
2025-03-07,86742.671875,2138.987548828125,139.20913696289062,593.96337890625
2025-03-10,78532.0,1861.1513671875,118.291748046875,532.1218872070312
2025-03-11,82862.2109375,1919.844970703125,125.26394653320312,551.4745483398438
2025-03-12,83722.359375,1908.982666015625,126.58324432373047,569.8948364257812
2025-03-13,81066.703125,1862.9696044921875,123.28614807128906,579.2188110351562
2025-03-14,83969.1015625,1909.467529296875,133.31448364257812,587.1362915039062
2025-03-17,84075.6875,1927.0029296875,128.16371154785156,631.3626098632812
2025-03-18,82718.5,1932.54345703125,125.31269836425781,628.1344604492188
2025-03-19,86854.2265625,2057.7490234375,135.572509765625,619.2575073242188
2025-03-20,84167.1953125,1982.099853515625,127.49718475341797,629.9424438476562
2025-03-21,84043.2421875,1964.8475341796875,128.43031311035156,634.6077880859375
2025-03-24,87498.9140625,2077.47900390625,140.86927795410156,636.64453125
2025-03-25,87471.703125,2067.76416015625,143.81707763671875,629.94287109375
2025-03-26,86900.8828125,2009.1893310546875,137.28857421875,617.8167724609375
2025-03-27,87177.1015625,2002.357421875,138.34738159179688,637.2069702148438
2025-03-28,84353.1484375,1895.5029296875,129.42315673828125,619.4749145507812
2025-03-31,82548.9140625,1823.47998046875,124.69412994384766,605.0728149414062
2025-04-01,85169.171875,1905.491455078125,126.68238067626953,611.297119140625
2025-04-02,82485.7109375,1795.313232421875,117.75762939453125,590.6375732421875
2025-04-03,83102.828125,1815.63720703125,117.06145477294922,592.1244506835938
2025-04-04,83843.8046875,1815.335205078125,122.78688049316406,597.5794067382812
2025-04-07,79235.3359375,1555.240966796875,106.90277862548828,554.4833984375
2025-04-08,76271.953125,1472.5531005859375,105.51219177246094,553.4674072265625
2025-04-09,82573.953125,1668.0400390625,119.05754089355469,582.3693237304688
2025-04-10,79626.140625,1522.518798828125,112.80392456054688,577.4059448242188
2025-04-11,83404.8359375,1567.1497802734375,121.53237915039062,586.0889892578125
2025-04-14,84542.390625,1622.7698974609375,129.3103790283203,584.335205078125
2025-04-15,83668.9921875,1588.6324462890625,126.26313018798828,579.68603515625
2025-04-16,84033.8671875,1578.1053466796875,131.44969177246094,582.8062133789062
2025-04-17,84895.75,1582.54833984375,134.69874572753906,590.1621704101562
2025-04-21,87518.90625,1579.7344970703125,136.7043914794922,597.4141845703125
2025-04-22,93441.890625,1757.3316650390625,148.73941040039062,618.8269653320312
2025-04-23,93699.109375,1796.104248046875,151.15272521972656,605.8150024414062
2025-04-24,93943.796875,1769.8316650390625,152.3036346435547,601.7158203125
2025-04-25,94720.5,1786.634521484375,150.91500854492188,600.1810302734375
2025-04-28,94978.75,1798.851806640625,147.8099365234375,606.364990234375
2025-04-29,94284.7890625,1799.1756591796875,146.42787170410156,601.0289916992188
2025-04-30,94207.3125,1793.775390625,147.64320373535156,599.6817016601562
2025-05-01,96492.3359375,1839.2215576171875,150.84658813476562,599.918212890625
2025-05-02,96910.0703125,1842.7078857421875,148.05003356933594,601.1641845703125
2025-05-05,94748.0546875,1819.697509765625,146.69664001464844,597.6897583007812
2025-05-06,96802.4765625,1815.0875244140625,146.7664031982422,602.473876953125
2025-05-07,97032.3203125,1811.606689453125,147.2137451171875,603.2796630859375
2025-05-08,103241.4609375,2206.5146484375,163.96078491210938,628.6634521484375
2025-05-09,102970.8515625,2345.50732421875,172.82827758789062,666.8784790039062
2025-05-12,102812.953125,2496.397705078125,174.24789428710938,660.4843139648438
2025-05-13,104169.8125,2680.129638671875,184.00625610351562,665.570556640625
2025-05-14,103539.4140625,2610.063232421875,176.709228515625,652.571044921875
2025-05-15,103744.640625,2546.85693359375,169.00999450683594,651.2642211914062
2025-05-16,103489.2890625,2536.297607421875,167.33395385742188,646.3213500976562
2025-05-19,105606.1796875,2529.166748046875,166.86422729492188,649.8529052734375
2025-05-20,106791.0859375,2524.173095703125,168.4836883544922,650.330810546875
2025-05-21,109678.078125,2552.34716796875,173.68173217773438,673.1486206054688
2025-05-22,111673.28125,2664.156982421875,179.69094848632812,686.2356567382812
2025-05-23,107287.796875,2526.44189453125,173.82542419433594,656.231689453125
2025-05-27,108994.640625,2663.06982421875,176.815185546875,687.1594848632812
2025-05-28,107802.328125,2682.212890625,172.18955993652344,687.405517578125
2025-05-29,105641.7578125,2632.65478515625,166.5881805419922,675.1721801757812
2025-05-30,103998.5703125,2529.943603515625,156.23471069335938,655.482177734375
2025-06-02,105881.53125,2607.097412109375,156.99806213378906,666.5907592773438
2025-06-03,105432.46875,2593.2802734375,155.34317016601562,661.6989135742188
2025-06-04,104731.984375,2608.64306640625,153.35964965820312,663.706298828125
2025-06-05,101575.953125,2416.28564453125,144.54295349121094,634.0535888671875
2025-06-06,104390.34375,2477.19482421875,147.9131317138672,643.4342041015625
2025-06-09,110294.1015625,2681.51708984375,161.08865356445312,665.9540405273438
2025-06-10,110257.234375,2813.517578125,165.02816772460938,673.6104736328125
2025-06-11,108686.625,2773.529296875,161.0558624267578,667.6690673828125
2025-06-12,105929.0546875,2651.795166015625,152.7896728515625,656.2438354492188
2025-06-13,106090.96875,2579.486083984375,148.62835693359375,655.2557373046875
2025-06-16,106796.7578125,2540.60498046875,150.8699951171875,650.9617309570312
2025-06-17,104601.1171875,2510.761474609375,147.7498016357422,648.5108032226562
2025-06-18,104883.328125,2524.301513671875,146.35311889648438,644.8067626953125
2025-06-20,103309.6015625,2407.30419921875,140.16859436035156,641.784423828125
2025-06-23,105577.7734375,2421.824951171875,144.8467254638672,641.2962036132812
2025-06-24,106045.6328125,2448.0087890625,145.95452880859375,643.7371826171875
2025-06-25,107361.2578125,2419.310302734375,143.505126953125,645.9231567382812
2025-06-26,106960.0,2416.146728515625,139.0598602294922,642.4142456054688
2025-06-27,107088.4296875,2423.866943359375,142.1914825439453,646.1536254882812
2025-06-30,107135.3359375,2486.46435546875,154.7353057861328,657.0253295898438
2025-07-01,105698.28125,2405.792724609375,146.9266357421875,646.39794921875
2025-07-02,108859.3203125,2571.33544921875,152.22763061523438,660.0572509765625
2025-07-03,109647.9765625,2591.00732421875,152.40179443359375,663.3231201171875
2025-07-07,108299.8515625,2543.01318359375,148.87234497070312,661.0181884765625
2025-07-08,108950.2734375,2615.505859375,151.81039428710938,660.7628784179688
2025-07-09,111326.5546875,2770.777587890625,157.28150939941406,669.1525268554688
2025-07-10,115987.203125,2954.84521484375,164.06277465820312,685.6607055664062
2025-07-11,117516.9921875,2957.88623046875,162.8833770751953,689.8733520507812
2025-07-14,119849.703125,3013.350830078125,162.2752227783203,689.416748046875
2025-07-15,117777.1875,3139.8896484375,163.950439453125,689.921142578125
2025-07-16,118738.5078125,3371.5068359375,173.70848083496094,708.1260986328125
2025-07-17,119289.84375,3476.784423828125,175.7930450439453,721.2119750976562
2025-07-18,118003.2265625,3549.016357421875,177.38197326660156,730.2163696289062
2025-07-21,117439.5390625,3763.371337890625,195.9942626953125,766.783935546875
2025-07-22,119995.4140625,3749.1455078125,205.70054626464844,786.1411743164062
2025-07-23,118754.9609375,3629.70361328125,189.54293823242188,776.6404418945312
2025-07-24,118368.0,3708.005615234375,182.60606384277344,771.239990234375
2025-07-25,117635.8828125,3727.266845703125,186.7796630859375,785.6064453125
2025-07-28,117924.4765625,3787.42578125,182.54156494140625,822.0185546875
2025-07-29,117922.1484375,3793.454833984375,181.33531188964844,804.89892578125
2025-07-30,117831.1875,3808.20166015625,177.6940155029297,793.1448364257812
2025-07-31,115758.203125,3696.707763671875,172.42434692382812,783.6668090820312
2025-08-01,113320.0859375,3488.365966796875,162.87709045410156,757.1865844726562
